PrescriptionID,PetID,VetID,Diagnosis,Dosage,DateIssued,MedicationID
PR20954,P00852,V1031,Fungal Infection,3 times a day for 5 days,2024-09-20,M10004
PR20955,P04058,V1048,Fracture,1 times a day for 12 days,2024-12-10,M10032
PR20956,P03128,V1047,Dental Abscess,1 times a day for 6 days,2024-07-28,M10020
PR20957,P00171,V1022,Nutritional Deficiency,3 times a day for 6 days,2024-08-18,M10000
PR20958,P06991,V1045,Nutritional Deficiency,1 times a day for 7 days,2024-06-19,M10000
PR20959,P09546,V1007,Severe Infection,3 times a day for 3 days,2024-02-27,M10002
PR20960,P09659,V1044,Severe Infection,3 times a day for 3 days,2024-09-09,M10002
PR20961,P07024,V1012,Nutritional Deficiency,2 times a day for 6 days,2024-06-11,M10000
PR20962,P05254,V1031,Parasitic Infestation,1 times a day for 12 days,2024-01-25,M10002
PR20963,P00486,V1022,Parasitic Infestation,2 times a day for 13 days,2024-10-24,M10002
PR20964,P01592,V1019,Severe Infection,3 times a day for 9 days,2024-07-17,M10002
PR20965,P04971,V1039,Fungal Infection,1 times a day for 6 days,2024-03-05,M10004
PR20966,P05161,V1021,Parasitic Infestation,2 times a day for 11 days,2024-04-14,M10002
PR20967,P07598,V1009,Internal Injury,1 times a day for 9 days,2024-07-17,M10000
PR20968,P06640,V1032,Nutritional Deficiency,1 times a day for 8 days,2024-09-14,M10000
PR20969,P07741,V1037,Parasitic Infestation,3 times a day for 4 days,2024-07-23,M10002
PR20970,P03498,V1000,Mild Infection,1 times a day for 13 days,2025-02-23,M10004
PR20971,P04037,V1001,Allergic Dermatitis,1 times a day for 11 days,2024-02-13,M10000
PR20972,P04099,V1023,Fungal Infection,3 times a day for 4 days,2024-07-20,M10004
PR20973,P08023,V1015,Fracture,2 times a day for 3 days,2025-01-09,M10056
PR20974,P02975,V1017,Parasitic Infestation,2 times a day for 7 days,2024-02-09,M10002
PR20975,P07816,V1028,Fracture,2 times a day for 9 days,2024-04-03,M10046
PR20976,P09789,V1040,Fracture,3 times a day for 13 days,2024-03-06,M10070
PR20977,P05524,V1037,Mild Infection,3 times a day for 11 days,2024-11-12,M10004
PR20978,P07847,V1007,Internal Injury,1 times a day for 11 days,2024-02-26,M10064
PR20979,P00960,V1022,Parasitic Infestation,3 times a day for 9 days,2024-10-13,M10002
PR20980,P01574,V1022,Parasitic Infestation,3 times a day for 3 days,2025-01-15,M10002
PR20981,P01810,V1017,Nutritional Deficiency,1 times a day for 10 days,2024-03-07,M10000
PR20982,P06354,V1019,Internal Injury,2 times a day for 11 days,2024-07-22,M10067
PR20983,P02586,V1025,Mild Infection,1 times a day for 13 days,2024-12-30,M10004
PR20984,P03401,V1008,Internal Injury,1 times a day for 6 days,2024-06-09,M10058
PR20985,P01058,V1009,Fracture,1 times a day for 11 days,2024-08-20,M10056
PR20986,P06359,V1025,Internal Injury,3 times a day for 9 days,2025-02-07,M10020
PR20987,P09665,V1017,Parasitic Infestation,2 times a day for 3 days,2024-03-01,M10002
PR20988,P01461,V1041,Parasitic Infestation,2 times a day for 9 days,2024-01-11,M10002
PR20989,P07865,V1012,Nutritional Deficiency,2 times a day for 7 days,2024-03-29,M10000
PR20990,P09762,V1023,Mild Infection,2 times a day for 4 days,2024-04-18,M10004
PR20991,P06345,V1032,Internal Injury,2 times a day for 11 days,2024-09-24,M10077
PR20992,P07873,V1041,Nutritional Deficiency,1 times a day for 11 days,2024-11-01,M10000
PR20993,P05527,V1032,Mild Infection,2 times a day for 12 days,2024-06-14,M10004
PR20994,P08882,V1046,Severe Infection,3 times a day for 14 days,2024-03-09,M10002
PR20995,P07861,V1037,Fungal Infection,2 times a day for 12 days,2024-09-27,M10004
PR20996,P08812,V1021,Fungal Infection,2 times a day for 12 days,2024-09-24,M10004
PR20997,P05893,V1009,Severe Infection,3 times a day for 12 days,2024-11-28,M10002
PR20998,P08846,V1048,Severe Infection,3 times a day for 9 days,2024-09-19,M10002
PR20999,P05499,V1018,Nutritional Deficiency,1 times a day for 4 days,2024-11-15,M10000
PR21000,P07854,V1011,Fracture,2 times a day for 9 days,2024-11-24,M10058
PR21001,P03938,V1002,Fracture,2 times a day for 14 days,2024-06-15,M10000
PR21002,P05956,V1020,Nutritional Deficiency,2 times a day for 14 days,2024-01-30,M10000
PR21003,P00108,V1008,Internal Injury,3 times a day for 12 days,2024-05-27,M10002
PR21004,P09310,V1031,Parasitic Infestation,1 times a day for 14 days,2024-05-12,M10002
PR21005,P00941,V1039,Mild Infection,3 times a day for 14 days,2024-12-12,M10004
PR21006,P03473,V1010,Nutritional Deficiency,2 times a day for 8 days,2024-03-09,M10000
PR21007,P05034,V1001,Fungal Infection,1 times a day for 11 days,2024-03-07,M10004
PR21008,P05902,V1020,Severe Infection,3 times a day for 12 days,2024-01-19,M10002
PR21009,P01698,V1044,Mild Infection,2 times a day for 5 days,2025-02-06,M10004
PR21010,P08525,V1006,Nutritional Deficiency,3 times a day for 8 days,2024-12-14,M10000
PR21011,P09745,V1017,Parasitic Infestation,3 times a day for 7 days,2025-02-15,M10002
PR21012,P01078,V1016,Severe Infection,2 times a day for 5 days,2024-09-17,M10002
PR21013,P06021,V1007,Fracture,2 times a day for 9 days,2024-05-10,M10014
PR21014,P03496,V1037,Allergic Dermatitis,3 times a day for 10 days,2025-02-16,M10000
PR21015,P06508,V1039,Fungal Infection,3 times a day for 9 days,2024-10-18,M10004
PR21016,P09671,V1030,Fracture,3 times a day for 12 days,2024-06-20,M10032
PR21017,P02842,V1038,Tooth Decay,2 times a day for 14 days,2024-02-23,M10082
PR21018,P00277,V1004,Mild Infection,2 times a day for 9 days,2025-02-13,M10004
PR21019,P05612,V1005,Mild Infection,1 times a day for 4 days,2025-01-14,M10004
PR21020,P01753,V1018,Severe Infection,3 times a day for 7 days,2024-12-09,M10002
PR21021,P03748,V1046,Internal Injury,1 times a day for 7 days,2024-01-31,M10002
PR21022,P05690,V1005,Nutritional Deficiency,3 times a day for 7 days,2024-11-22,M10000
PR21023,P00342,V1019,Fracture,1 times a day for 5 days,2024-01-29,M10002
PR21024,P02865,V1004,Tooth Decay,3 times a day for 7 days,2024-07-10,M10046
PR21025,P06854,V1037,Fungal Infection,3 times a day for 10 days,2024-11-16,M10004
PR21026,P05769,V1005,Severe Gingivitis,3 times a day for 4 days,2024-11-20,M10004
PR21027,P04519,V1034,Severe Gingivitis,2 times a day for 4 days,2024-12-23,M10004
PR21028,P08473,V1017,Parasitic Infestation,3 times a day for 11 days,2024-10-18,M10002
PR21029,P04711,V1022,Fungal Infection,2 times a day for 9 days,2024-07-16,M10004
PR21030,P07885,V1029,Nutritional Deficiency,3 times a day for 11 days,2025-01-21,M10000
PR21031,P08045,V1039,Allergic Dermatitis,3 times a day for 7 days,2024-11-24,M10000
PR21032,P01455,V1047,Mild Infection,3 times a day for 6 days,2024-08-31,M10004
PR21033,P06724,V1031,Fungal Infection,2 times a day for 9 days,2024-05-16,M10004
PR21034,P06189,V1031,Parasitic Infestation,2 times a day for 4 days,2024-03-29,M10002
PR21035,P07150,V1032,Severe Infection,3 times a day for 12 days,2024-10-25,M10002
PR21036,P01646,V1020,Fracture,3 times a day for 8 days,2024-03-03,M10002
PR21037,P03289,V1038,Dental Abscess,3 times a day for 5 days,2024-12-30,M10026
PR21038,P03380,V1028,Nutritional Deficiency,3 times a day for 5 days,2024-07-20,M10000
PR21039,P05628,V1001,Parasitic Infestation,1 times a day for 9 days,2024-05-02,M10002
PR21040,P05325,V1026,Mild Infection,3 times a day for 5 days,2024-06-22,M10004
PR21041,P02895,V1038,Nutritional Deficiency,2 times a day for 3 days,2024-02-17,M10000
PR21042,P08964,V1021,Parasitic Infestation,1 times a day for 14 days,2024-12-23,M10002
PR21043,P02612,V1029,Mild Infection,1 times a day for 13 days,2024-07-22,M10004
PR21044,P03926,V1037,Parasitic Infestation,2 times a day for 5 days,2024-10-16,M10002
PR21045,P09525,V1029,Internal Injury,2 times a day for 6 days,2024-01-07,M10026
PR21046,P02695,V1047,Severe Gingivitis,2 times a day for 11 days,2024-12-31,M10004
PR21047,P03795,V1031,Allergic Dermatitis,2 times a day for 7 days,2024-08-08,M10000
PR21048,P02082,V1042,Severe Gingivitis,3 times a day for 13 days,2024-12-30,M10004
PR21049,P06373,V1040,Nutritional Deficiency,3 times a day for 12 days,2024-03-04,M10000
PR21050,P06547,V1012,Internal Injury,2 times a day for 5 days,2025-01-22,M10066
PR21051,P09206,V1046,Severe Infection,1 times a day for 13 days,2024-12-05,M10002
PR21052,P00133,V1024,Internal Injury,1 times a day for 13 days,2024-04-26,M10032
PR21053,P09476,V1043,Severe Gingivitis,3 times a day for 11 days,2024-10-18,M10004
PR21054,P04128,V1038,Tooth Decay,1 times a day for 6 days,2024-09-10,M10032
PR21055,P05329,V1044,Internal Injury,1 times a day for 5 days,2024-10-02,M10083
PR21056,P04767,V1038,Dental Abscess,1 times a day for 14 days,2025-02-08,M10038
PR21057,P03249,V1006,Fungal Infection,2 times a day for 8 days,2024-02-17,M10004
PR21058,P00696,V1005,Tooth Decay,3 times a day for 4 days,2024-11-05,M10026
PR21059,P02616,V1002,Internal Injury,2 times a day for 7 days,2024-11-29,M10026
PR21060,P07442,V1036,Fracture,1 times a day for 12 days,2024-03-21,M10078
PR21061,P08758,V1040,Mild Infection,3 times a day for 3 days,2024-03-17,M10004
PR21062,P06413,V1003,Internal Injury,3 times a day for 12 days,2024-02-02,M10064
PR21063,P07181,V1002,Internal Injury,1 times a day for 12 days,2025-01-03,M10070
PR21064,P09753,V1047,Dental Abscess,1 times a day for 7 days,2024-05-25,M10032
PR21065,P00629,V1009,Severe Infection,2 times a day for 11 days,2024-11-22,M10002
PR21066,P06252,V1003,Fracture,1 times a day for 8 days,2024-07-13,M10000
PR21067,P06734,V1046,Internal Injury,3 times a day for 6 days,2024-10-17,M10077
PR21068,P01612,V1020,Nutritional Deficiency,3 times a day for 6 days,2024-03-22,M10000
PR21069,P08658,V1015,Severe Infection,1 times a day for 12 days,2024-03-09,M10002
PR21070,P01528,V1047,Nutritional Deficiency,3 times a day for 3 days,2024-06-28,M10000
PR21071,P00053,V1009,Severe Infection,1 times a day for 7 days,2025-02-20,M10002
PR21072,P08834,V1024,Severe Infection,2 times a day for 9 days,2024-04-06,M10002
PR21073,P02583,V1015,Internal Injury,1 times a day for 8 days,2024-09-20,M10004
PR21074,P03517,V1014,Nutritional Deficiency,2 times a day for 7 days,2024-02-19,M10000
PR21075,P02308,V1025,Fracture,3 times a day for 7 days,2024-01-26,M10066
PR21076,P07474,V1032,Internal Injury,1 times a day for 8 days,2024-08-01,M10038
PR21077,P07754,V1027,Nutritional Deficiency,3 times a day for 11 days,2024-05-10,M10000
PR21078,P01910,V1007,Mild Infection,3 times a day for 14 days,2025-02-25,M10004
PR21079,P02423,V1039,Nutritional Deficiency,1 times a day for 9 days,2024-09-12,M10000
PR21080,P05504,V1009,Severe Infection,3 times a day for 5 days,2025-01-20,M10002
PR21081,P04443,V1047,Nutritional Deficiency,2 times a day for 4 days,2024-01-30,M10000
PR21082,P02776,V1007,Internal Injury,3 times a day for 4 days,2025-02-04,M10002
PR21083,P05142,V1031,Allergic Dermatitis,2 times a day for 4 days,2024-08-28,M10000
PR21084,P09602,V1019,Fracture,1 times a day for 10 days,2025-01-17,M10078
PR21085,P00362,V1046,Internal Injury,3 times a day for 11 days,2024-03-30,M10053
PR21086,P03983,V1032,Fracture,2 times a day for 9 days,2025-01-08,M10014
PR21087,P09486,V1039,Fungal Infection,1 times a day for 8 days,2024-04-12,M10004
PR21088,P05871,V1045,Nutritional Deficiency,2 times a day for 6 days,2024-07-25,M10000
PR21089,P03268,V1012,Nutritional Deficiency,2 times a day for 10 days,2024-01-21,M10000
PR21090,P05404,V1047,Mild Infection,2 times a day for 10 days,2024-02-17,M10004
PR21091,P05810,V1021,Parasitic Infestation,3 times a day for 13 days,2024-09-03,M10002
PR21092,P06466,V1021,Allergic Dermatitis,2 times a day for 14 days,2024-03-01,M10000
PR21093,P09037,V1002,Severe Infection,1 times a day for 9 days,2025-02-02,M10002
PR21094,P01819,V1035,Severe Gingivitis,2 times a day for 12 days,2025-02-01,M10004
PR21095,P02431,V1049,Fracture,3 times a day for 10 days,2024-11-23,M10064
PR21096,P03412,V1043,Dental Abscess,3 times a day for 14 days,2024-10-16,M10018
PR21097,P06570,V1025,Internal Injury,3 times a day for 5 days,2025-02-11,M10064
PR21098,P01845,V1046,Internal Injury,1 times a day for 3 days,2024-10-12,M10015
PR21099,P00551,V1016,Internal Injury,3 times a day for 13 days,2024-03-06,M10015
PR21100,P09525,V1023,Allergic Dermatitis,1 times a day for 7 days,2024-10-28,M10000
PR21101,P06681,V1040,Internal Injury,3 times a day for 4 days,2024-08-10,M10035
PR21102,P03034,V1045,Nutritional Deficiency,1 times a day for 13 days,2024-11-30,M10000
PR21103,P05152,V1023,Allergic Dermatitis,3 times a day for 8 days,2024-07-10,M10000
PR21104,P08796,V1004,Nutritional Deficiency,3 times a day for 10 days,2024-07-21,M10000
PR21105,P04996,V1021,Allergic Dermatitis,1 times a day for 6 days,2024-12-02,M10000
PR21106,P04087,V1035,Nutritional Deficiency,1 times a day for 13 days,2024-09-09,M10000
PR21107,P04986,V1040,Internal Injury,2 times a day for 9 days,2024-10-26,M10082
PR21108,P09618,V1039,Allergic Dermatitis,2 times a day for 3 days,2024-03-24,M10000
PR21109,P07314,V1013,Fracture,3 times a day for 5 days,2024-06-13,M10026
PR21110,P04417,V1000,Fracture,2 times a day for 11 days,2024-07-30,M10015
PR21111,P01605,V1007,Nutritional Deficiency,2 times a day for 6 days,2024-01-19,M10000
PR21112,P03206,V1038,Mild Infection,1 times a day for 5 days,2024-08-14,M10004
PR21113,P06624,V1029,Fracture,2 times a day for 4 days,2024-08-17,M10046
PR21114,P08861,V1045,Nutritional Deficiency,1 times a day for 3 days,2024-04-22,M10000
PR21115,P01964,V1030,Internal Injury,1 times a day for 12 days,2024-06-10,M10046
PR21116,P08319,V1012,Internal Injury,2 times a day for 6 days,2024-10-30,M10077
PR21117,P06303,V1045,Allergic Dermatitis,3 times a day for 5 days,2024-09-02,M10000
PR21118,P06238,V1009,Fracture,3 times a day for 11 days,2024-05-06,M10082
PR21119,P08407,V1022,Mild Infection,2 times a day for 10 days,2024-12-12,M10004
PR21120,P08671,V1043,Severe Gingivitis,2 times a day for 3 days,2024-11-29,M10004
PR21121,P05190,V1022,Parasitic Infestation,2 times a day for 12 days,2024-05-13,M10002
PR21122,P06872,V1004,Tooth Decay,1 times a day for 7 days,2024-10-24,M10032
PR21123,P07271,V1016,Fracture,1 times a day for 9 days,2024-11-14,M10077
PR21124,P00076,V1001,Nutritional Deficiency,2 times a day for 9 days,2024-06-09,M10000
PR21125,P05950,V1046,Fracture,1 times a day for 5 days,2024-01-01,M10038
PR21126,P05369,V1044,Severe Infection,1 times a day for 12 days,2024-09-14,M10002
PR21127,P06016,V1016,Severe Infection,2 times a day for 4 days,2024-09-19,M10002
PR21128,P08534,V1003,Severe Infection,1 times a day for 6 days,2025-02-24,M10002
PR21129,P08453,V1034,Severe Gingivitis,2 times a day for 8 days,2024-06-01,M10004
PR21130,P07496,V1039,Parasitic Infestation,2 times a day for 3 days,2024-06-06,M10002
PR21131,P02636,V1006,Mild Infection,2 times a day for 10 days,2024-10-26,M10004
PR21132,P02884,V1000,Severe Infection,1 times a day for 10 days,2025-01-20,M10002
PR21133,P07275,V1042,Dental Abscess,1 times a day for 3 days,2024-06-04,M10035
PR21134,P07022,V1013,Internal Injury,3 times a day for 5 days,2025-01-21,M10020
PR21135,P05941,V1021,Nutritional Deficiency,1 times a day for 12 days,2024-07-03,M10000
PR21136,P06635,V1037,Parasitic Infestation,3 times a day for 11 days,2024-03-01,M10002
PR21137,P01655,V1044,Mild Infection,2 times a day for 3 days,2025-01-27,M10004
PR21138,P01383,V1040,Mild Infection,3 times a day for 3 days,2024-11-08,M10004
PR21139,P02259,V1017,Nutritional Deficiency,2 times a day for 13 days,2024-11-02,M10000
PR21140,P02547,V1008,Internal Injury,2 times a day for 7 days,2024-04-17,M10032
PR21141,P00407,V1046,Fracture,2 times a day for 14 days,2025-01-04,M10038
PR21142,P01845,V1006,Mild Infection,1 times a day for 3 days,2024-08-11,M10004
PR21143,P02681,V1013,Fracture,3 times a day for 8 days,2024-02-22,M10004
PR21144,P02968,V1021,Mild Infection,3 times a day for 11 days,2024-02-21,M10004
PR21145,P09285,V1010,Internal Injury,2 times a day for 13 days,2024-01-15,M10032
PR21146,P09605,V1039,Mild Infection,1 times a day for 7 days,2024-10-01,M10004
PR21147,P04380,V1020,Fracture,3 times a day for 14 days,2024-12-06,M10046
PR21148,P07855,V1012,Mild Infection,3 times a day for 12 days,2025-01-08,M10004
PR21149,P03231,V1009,Internal Injury,3 times a day for 6 days,2024-11-12,M10018
PR21150,P09715,V1016,Severe Infection,3 times a day for 13 days,2024-02-13,M10002
PR21151,P09325,V1036,Nutritional Deficiency,2 times a day for 14 days,2024-06-27,M10000
PR21152,P01698,V1007,Severe Infection,1 times a day for 14 days,2024-08-12,M10002
PR21153,P02198,V1002,Fracture,2 times a day for 5 days,2024-04-11,M10082
PR21154,P07814,V1010,Fracture,3 times a day for 12 days,2025-02-07,M10015
PR21155,P00364,V1015,Severe Infection,2 times a day for 6 days,2024-03-10,M10002
PR21156,P00247,V1039,Nutritional Deficiency,3 times a day for 9 days,2025-02-02,M10000
PR21157,P05743,V1006,Fungal Infection,3 times a day for 14 days,2024-02-07,M10004
PR21158,P03912,V1039,Mild Infection,3 times a day for 10 days,2025-01-15,M10004
PR21159,P00703,V1017,Mild Infection,1 times a day for 10 days,2024-06-19,M10004
PR21160,P09176,V1031,Fungal Infection,3 times a day for 8 days,2024-06-07,M10004
PR21161,P07913,V1005,Mild Infection,3 times a day for 13 days,2024-12-27,M10004
PR21162,P04782,V1008,Mild Infection,1 times a day for 8 days,2024-11-08,M10004
PR21163,P09583,V1047,Nutritional Deficiency,2 times a day for 5 days,2024-09-07,M10000
PR21164,P04808,V1009,Severe Infection,2 times a day for 8 days,2024-02-25,M10002
PR21165,P07685,V1023,Nutritional Deficiency,2 times a day for 11 days,2024-03-11,M10000
PR21166,P01743,V1009,Internal Injury,3 times a day for 11 days,2024-10-03,M10032
PR21167,P07383,V1031,Allergic Dermatitis,3 times a day for 14 days,2024-07-22,M10000
PR21168,P00961,V1006,Allergic Dermatitis,1 times a day for 4 days,2024-10-04,M10000
PR21169,P06601,V1013,Fracture,2 times a day for 8 days,2024-09-20,M10083
PR21170,P03654,V1020,Fracture,1 times a day for 8 days,2024-11-12,M10085
PR21171,P04059,V1002,Fracture,3 times a day for 9 days,2024-08-19,M10078
PR21172,P02904,V1015,Fracture,1 times a day for 11 days,2024-04-05,M10032
PR21173,P01691,V1041,Nutritional Deficiency,1 times a day for 12 days,2024-01-23,M10000
PR21174,P00865,V1004,Mild Infection,2 times a day for 5 days,2025-02-18,M10004
PR21175,P07968,V1049,Fracture,1 times a day for 11 days,2024-07-01,M10078
PR21176,P07756,V1006,Fungal Infection,2 times a day for 13 days,2024-12-06,M10004
PR21177,P09772,V1039,Nutritional Deficiency,3 times a day for 11 days,2024-10-17,M10000
PR21178,P06501,V1007,Nutritional Deficiency,3 times a day for 11 days,2025-02-27,M10000
PR21179,P04675,V1002,Fracture,3 times a day for 9 days,2024-03-23,M10066
PR21180,P08236,V1032,Severe Infection,2 times a day for 10 days,2024-09-10,M10002
PR21181,P01445,V1015,Severe Infection,3 times a day for 4 days,2025-01-08,M10002
PR21182,P04315,V1003,Internal Injury,1 times a day for 8 days,2024-05-01,M10032
PR21183,P01870,V1010,Fracture,2 times a day for 9 days,2024-08-06,M10056
PR21184,P08274,V1038,Tooth Decay,1 times a day for 14 days,2024-02-02,M10085
