BillID,AppointmentID,Total_amt,Payment_Date,Payment_Status
B13879,A19846,121,,Pending
B13880,A19847,293,,Pending
B13881,A19848,74,,Pending
B13882,A19850,83,7/17/2024,Completed
B13883,A19851,296,2/2/2025,Completed
B13884,A19852,350,3/11/2024,Completed
B13885,A19853,328,,Pending
B13886,A19864,244,9/25/2024,Completed
B13887,A19865,202,3/12/2024,Completed
B13888,A19867,474,1/9/2025,Completed
B13889,A19870,244,,Pending
B13890,A19874,190,4/28/2024,Completed
B13891,A19881,84,12/25/2024,Completed
B13892,A19882,321,2/4/2024,Completed
B13893,A19884,460,,Pending
B13894,A19885,238,,Pending
B13895,A19886,465,7/20/2024,Completed
B13896,A19890,355,,Pending
B13897,A19891,285,,Pending
B13898,A19899,374,,Pending
B13899,A19900,104,9/9/2024,Completed
B13900,A19902,417,,Pending
B13901,A19908,169,,Pending
B13902,A19911,403,,Pending
B13903,A19912,460,,Pending
B13904,A19914,187,,Pending
B13905,A19916,359,1/25/2024,Completed
B13906,A19922,444,1/26/2025,Completed
B13907,A19928,471,,Pending
B13908,A19929,289,,Pending
B13909,A19938,151,,Pending
B13910,A19944,192,5/14/2024,Completed
B13911,A19947,478,,Pending
B13912,A19949,366,10/22/2024,Completed
B13913,A19951,321,1/5/2024,Completed
B13914,A19952,181,4/6/2024,Completed
B13915,A19956,449,4/22/2024,Completed
B13916,A19957,306,4/9/2024,Completed
B13917,A19958,132,3/9/2024,Completed
B13918,A19960,446,,Pending
B13919,A19965,313,8/23/2024,Completed
B13920,A19969,135,7/7/2024,Completed
B13921,A19970,345,8/11/2024,Completed
B13922,A19976,248,,Pending
B13923,A19981,441,,Pending
B13924,A19982,266,,Pending
B13925,A19985,281,2/12/2025,Completed
B13926,A19989,465,,Pending
B13927,A19990,227,1/10/2025,Completed
B13928,A19992,293,,Pending
B13929,A19996,122,,Pending
B13930,A19997,494,,Pending
B13931,A19999,228,,Pending
B13932,A20007,431,12/11/2024,Completed
B13933,A20008,344,,Pending
B13934,A20009,329,,Pending
B13935,A20011,405,3/11/2024,Completed
B13936,A20012,493,2/7/2025,Completed
B13937,A20013,302,,Pending
B13938,A20015,146,1/21/2025,Completed
B13939,A20017,382,5/18/2024,Completed
B13940,A20018,131,9/9/2024,Completed
B13941,A20022,165,7/4/2024,Completed
B13942,A20025,145,,Pending
B13943,A20026,330,,Pending
B13944,A20028,324,2/21/2024,Completed
B13945,A20030,61,,Pending
B13946,A20031,234,1/20/2025,Completed
B13947,A20037,389,,Pending
B13948,A20041,248,7/31/2024,Completed
B13949,A20042,392,1/11/2025,Completed
B13950,A20043,75,1/27/2024,Completed
B13951,A20044,486,,Pending
B13952,A20045,491,,Pending
B13953,A20048,165,,Pending
B13954,A20050,152,,Pending
B13955,A20051,423,1/10/2025,Completed
B13956,A20055,399,9/25/2024,Completed
B13957,A20058,206,5/3/2024,Completed
B13958,A20060,209,3/12/2024,Completed
B13959,A20061,238,2/24/2025,Completed
B13960,A20062,322,,Pending
B13961,A20063,121,,Pending
B13962,A20068,452,,Pending
B13963,A20070,350,,Pending
B13964,A20071,72,9/11/2024,Completed
B13965,A20073,208,,Pending
B13966,A20080,495,,Pending
B13967,A20082,118,,Pending
B13968,A20084,325,,Pending
B13969,A20090,469,,Pending
B13970,A20095,118,1/31/2025,Completed
B13971,A20098,361,,Pending
B13972,A20100,367,,Pending
B13973,A20103,445,,Pending
B13974,A20105,58,,Pending
B13975,A20106,148,,Pending
B13976,A20108,65,4/11/2024,Completed
B13977,A20111,179,,Pending
B13978,A20114,398,12/4/2024,Completed
B13979,A20117,119,2/14/2025,Completed
B13980,A20119,229,2/21/2024,Completed
B13981,A20120,430,,Pending
B13982,A20121,59,8/23/2024,Completed
B13983,A20124,493,3/28/2024,Completed
B13984,A20127,168,4/10/2024,Completed
B13985,A20128,213,12/23/2024,Completed
B13986,A20129,387,,Pending
B13987,A20130,282,,Pending
B13988,A20131,489,3/13/2024,Completed
B13989,A20132,196,,Pending
B13990,A20136,128,,Pending
B13991,A20137,99,7/28/2024,Completed
B13992,A20139,87,1/15/2025,Completed
B13993,A20141,57,5/19/2024,Completed
B13994,A20142,385,,Pending
B13995,A20146,423,5/30/2024,Completed
B13996,A20149,221,8/18/2024,Completed
B13997,A20153,95,11/3/2024,Completed
B13998,A20154,144,8/22/2024,Completed
B13999,A20161,68,10/30/2024,Completed
B14000,A20162,417,11/30/2024,Completed
B14001,A20164,261,,Pending
B14002,A20166,135,,Pending
B14003,A20168,390,3/8/2024,Completed
B14004,A20171,339,,Pending
B14005,A20172,415,,Pending
B14006,A20173,246,,Pending
B14007,A20175,212,,Pending
B14008,A20176,100,6/28/2024,Completed
B14009,A20179,362,,Pending
B14010,A20183,294,1/29/2024,Completed
B14011,A20185,378,,Pending
B14012,A20187,180,9/26/2024,Completed
B14013,A20188,298,1/31/2025,Completed
B14014,A20189,168,11/6/2024,Completed
B14015,A20190,75,8/9/2024,Completed
B14016,A20191,170,5/11/2024,Completed
B14017,A20193,274,7/29/2024,Completed
B14018,A20194,437,,Pending
B14019,A20196,448,,Pending
B14020,A20199,72,,Pending
B14021,A20202,401,,Pending
B14022,A20203,350,12/27/2024,Completed
B14023,A20205,303,3/22/2024,Completed
B14024,A20206,206,11/14/2024,Completed
B14025,A20207,494,,Pending
B14026,A20209,338,5/12/2024,Completed
B14027,A20210,158,,Pending
B14028,A20212,327,,Pending
B14029,A20215,471,,Pending
B14030,A20217,448,,Pending
B14031,A20218,388,,Pending
B14032,A20221,411,2/14/2024,Completed
B14033,A20222,348,12/20/2024,Completed
B14034,A20226,285,,Pending
B14035,A20228,328,,Pending
B14036,A20234,231,5/20/2024,Completed
B14037,A20235,392,,Pending
B14038,A20236,287,8/28/2024,Completed
B14039,A20237,493,,Pending
B14040,A20238,269,,Pending
B14041,A20240,391,,Pending
B14042,A20242,227,,Pending
B14043,A20243,52,,Pending
B14044,A20244,353,,Pending
B14045,A20247,299,2/14/2025,Completed
B14046,A20248,474,9/4/2024,Completed
B14047,A20258,81,9/29/2024,Completed
B14048,A20259,141,,Pending
B14049,A20262,342,9/23/2024,Completed
B14050,A20267,400,,Pending
B14051,A20268,188,1/21/2025,Completed
B14052,A20272,497,,Pending
B14053,A20275,433,,Pending
B14054,A20280,487,3/8/2024,Completed
B14055,A20281,455,,Pending
B14056,A20286,249,8/15/2024,Completed
B14057,A20290,270,,Pending
B14058,A20292,117,,Pending
B14059,A20296,119,10/2/2024,Completed
B14060,A20302,149,,Pending
B14061,A20303,450,8/26/2024,Completed
B14062,A20311,74,11/17/2024,Completed
B14063,A20314,286,,Pending
B14064,A20317,51,,Pending
B14065,A20318,492,,Pending
B14066,A20319,58,,Pending
B14067,A20322,79,,Pending
B14068,A20323,375,,Pending
B14069,A20325,188,,Pending
B14070,A20328,194,,Pending
B14071,A20330,318,,Pending
B14072,A20331,251,,Pending
B14073,A20333,408,9/2/2024,Completed
B14074,A20337,366,,Pending
B14075,A20339,199,1/29/2024,Completed
B14076,A20341,416,8/11/2024,Completed
B14077,A20342,497,11/21/2024,Completed
B14078,A20347,99,,Pending
B14079,A20348,305,9/30/2024,Completed
B14080,A20351,134,6/1/2024,Completed
B14081,A20354,451,,Pending
B14082,A20355,455,10/31/2024,Completed
B14083,A20356,140,2/26/2024,Completed
B14084,A20358,184,,Pending
B14085,A20360,450,,Pending
B14086,A20362,125,,Pending
B14087,A20364,485,,Pending
B14088,A20365,320,5/16/2024,Completed
B14089,A20369,318,4/11/2024,Completed
B14090,A20370,190,,Pending
B14091,A20372,161,,Pending
B14092,A20373,490,,Pending
B14093,A20377,276,7/1/2024,Completed
B14094,A20379,131,9/3/2024,Completed
B14095,A20380,370,1/11/2025,Completed
B14096,A20382,295,,Pending
B14097,A20384,223,1/28/2025,Completed
B14098,A20385,184,,Pending
B14099,A20391,446,9/5/2024,Completed
B14100,A20393,177,6/29/2024,Completed
B14101,A20396,399,,Pending
B14102,A20399,73,7/4/2024,Completed
B14103,A20400,76,4/3/2024,Completed
B14104,A20402,170,,Pending
B14105,A20407,140,,Pending
B14106,A20408,345,,Pending
B14107,A20411,313,6/12/2024,Completed
B14108,A20412,74,,Pending
B14109,A20416,109,,Pending
B14110,A20417,185,5/10/2024,Completed
B14111,A20424,227,9/1/2024,Completed
B14112,A20426,240,5/17/2024,Completed
B14113,A20430,374,,Pending
B14114,A20432,102,3/2/2024,Completed
B14115,A20433,86,,Pending
B14116,A20437,130,,Pending
B14117,A20440,110,,Pending
B14118,A20441,473,5/12/2024,Completed
B14119,A20443,354,,Pending
B14120,A20444,431,,Pending
B14121,A20446,145,,Pending
B14122,A20450,260,,Pending
B14123,A20456,158,,Pending
B14124,A20458,418,,Pending
B14125,A20460,77,,Pending
B14126,A20463,150,,Pending
B14127,A20465,432,,Pending
B14128,A20466,418,,Pending
B14129,A20473,471,2/13/2024,Completed
B14130,A20478,77,,Pending
B14131,A20491,397,11/1/2024,Completed
B14132,A20495,96,10/4/2024,Completed
B14133,A20496,91,8/15/2024,Completed
B14134,A20497,181,,Pending
B14135,A20501,476,6/15/2024,Completed
B14136,A20502,446,,Pending
B14137,A20507,476,,Pending
B14138,A20510,392,12/4/2024,Completed
B14139,A20513,475,7/23/2024,Completed
B14140,A20517,217,,Pending
B14141,A20529,217,9/20/2024,Completed
B14142,A20534,392,1/16/2025,Completed
B14143,A20535,376,,Pending
B14144,A20537,489,,Pending
B14145,A20540,168,10/8/2024,Completed
B14146,A20542,455,3/2/2024,Completed
B14147,A20546,486,3/13/2024,Completed
B14148,A20547,59,,Pending
B14149,A20548,370,12/24/2024,Completed
B14150,A20549,373,5/12/2024,Completed
B14151,A20551,72,,Pending
B14152,A20556,337,,Pending
B14153,A20559,283,8/17/2024,Completed
B14154,A20560,134,11/10/2024,Completed
B14155,A20566,455,3/10/2024,Completed
B14156,A20568,276,2/27/2025,Completed
B14157,A20575,247,,Pending
B14158,A20579,426,3/1/2024,Completed
B14159,A20583,364,,Pending
B14160,A20587,202,,Pending
B14161,A20590,122,5/10/2024,Completed
B14162,A20593,249,,Pending
B14163,A20594,465,,Pending
B14164,A20595,265,,Pending
B14165,A20598,493,11/19/2024,Completed
B14166,A20599,427,1/3/2024,Completed
B14167,A20601,51,,Pending
B14168,A20602,325,10/21/2024,Completed
B14169,A20604,476,,Pending
B14170,A20611,106,3/31/2024,Completed
B14171,A20612,164,,Pending
B14172,A20615,300,,Pending
B14173,A20617,153,6/29/2024,Completed
B14174,A20618,93,,Pending
B14175,A20623,118,,Pending
B14176,A20625,176,,Pending
B14177,A20629,167,2/10/2025,Completed
B14178,A20630,151,,Pending
B14179,A20631,410,3/16/2024,Completed
B14180,A20634,293,6/17/2024,Completed
B14181,A20635,111,,Pending
B14182,A20639,240,,Pending
B14183,A20646,371,,Pending
B14184,A20647,129,,Pending
B14185,A20651,493,1/13/2024,Completed
B14186,A20654,65,,Pending
B14187,A20656,166,12/25/2024,Completed
B14188,A20659,312,,Pending
B14189,A20663,283,,Pending
B14190,A20666,82,11/27/2024,Completed
B14191,A20669,277,,Pending
B14192,A20683,114,1/30/2024,Completed
B14193,A20684,86,2/12/2025,Completed
B14194,A20686,119,,Pending
B14195,A20690,90,,Pending
B14196,A20692,257,3/20/2024,Completed
B14197,A20695,179,4/25/2024,Completed
B14198,A20696,279,2/4/2025,Completed
B14199,A20698,119,,Pending
B14200,A20699,463,,Pending
B14201,A20700,362,,Pending
B14202,A20701,195,,Pending
B14203,A20703,64,,Pending
B14204,A20704,398,11/25/2024,Completed
B14205,A20705,327,,Pending
B14206,A20707,213,9/21/2024,Completed
B14207,A20709,113,,Pending
B14208,A20711,222,4/24/2024,Completed
B14209,A20712,101,,Pending
B14210,A20714,361,,Pending
B14211,A20717,51,,Pending
B14212,A20719,219,10/10/2024,Completed
B14213,A20723,323,,Pending
B14214,A20727,188,12/9/2024,Completed
B14215,A20728,176,1/13/2025,Completed
B14216,A20731,414,2/3/2025,Completed
B14217,A20734,54,,Pending
B14218,A20735,327,,Pending
B14219,A20738,317,,Pending
B14220,A20740,192,,Pending
B14221,A20745,420,,Pending
B14222,A20750,221,2/1/2025,Completed
B14223,A20758,496,,Pending
B14224,A20762,456,10/11/2024,Completed
B14225,A20766,230,,Pending
B14226,A20768,103,3/21/2024,Completed
B14227,A20769,112,6/4/2024,Completed
B14228,A20771,112,8/1/2024,Completed
B14229,A20775,134,7/16/2024,Completed
B14230,A20779,70,,Pending
B14231,A20782,404,9/29/2024,Completed
B14232,A20783,274,,Pending
B14233,A20788,389,,Pending
B14234,A20789,291,3/12/2024,Completed
B14235,A20790,354,,Pending
B14236,A20801,439,,Pending
B14237,A20802,187,10/4/2024,Completed
B14238,A20808,465,11/3/2024,Completed
B14239,A20810,147,,Pending
B14240,A20822,141,,Pending
B14241,A20828,411,6/28/2024,Completed
B14242,A20831,234,,Pending
B14243,A20843,479,4/1/2024,Completed
B14244,A20846,468,,Pending
B14245,A20847,263,4/5/2024,Completed
B14246,A20854,122,,Pending
B14247,A20855,259,2/23/2025,Completed
B14248,A20858,356,11/5/2024,Completed
B14249,A20865,463,,Pending
B14250,A20869,199,,Pending
B14251,A20870,311,,Pending
B14252,A20875,80,3/26/2024,Completed
B14253,A20877,448,9/2/2024,Completed
B14254,A20879,489,,Pending
B14255,A20881,231,,Pending
B14256,A20883,247,6/29/2024,Completed
B14257,A20885,219,,Pending
B14258,A20887,75,12/26/2024,Completed
B14259,A20891,344,4/23/2024,Completed
B14260,A20892,444,7/8/2024,Completed
B14261,A20895,479,,Pending
B14262,A20896,201,,Pending
B14263,A20901,78,1/16/2024,Completed
B14264,A20902,104,1/21/2025,Completed
B14265,A20903,279,1/29/2025,Completed
B14266,A20904,448,2/4/2025,Completed
B14267,A20905,68,8/16/2024,Completed
B14268,A20911,195,2/24/2024,Completed
B14269,A20912,252,,Pending
B14270,A20913,428,5/1/2024,Completed
B14271,A20916,201,8/20/2024,Completed
B14272,A20917,440,3/19/2024,Completed
B14273,A20924,465,5/13/2024,Completed
B14274,A20926,164,1/28/2025,Completed
B14275,A20930,393,,Pending
B14276,A20934,327,,Pending
B14277,A20938,388,8/12/2024,Completed
B14278,A20940,425,5/8/2024,Completed
B14279,A20941,246,2/20/2024,Completed
B14280,A20942,494,2/21/2024,Completed
B14281,A20944,324,2/11/2025,Completed
B14282,A20951,290,,Pending
B14283,A20958,96,,Pending
B14284,A20959,315,1/16/2025,Completed
B14285,A20962,57,8/14/2024,Completed
B14286,A20964,423,1/10/2024,Completed
B14287,A20970,238,4/28/2024,Completed
B14288,A20971,185,6/21/2024,Completed
B14289,A20972,115,4/1/2024,Completed
B14290,A20974,303,,Pending
B14291,A20977,457,7/22/2024,Completed
B14292,A20978,400,12/15/2024,Completed
B14293,A20980,158,,Pending
B14294,A20983,334,10/17/2024,Completed
B14295,A20984,299,,Pending
B14296,A20987,144,,Pending
B14297,A20988,265,,Pending
B14298,A20989,262,8/12/2024,Completed
B14299,A20990,373,,Pending
B14300,A20993,170,,Pending
B14301,A20995,155,7/1/2024,Completed
B14302,A20996,197,1/12/2025,Completed
B14303,A20998,338,,Pending
B14304,A21000,488,1/17/2025,Completed
B14305,A21001,408,,Pending
B14306,A21004,322,,Pending
B14307,A21005,167,,Pending
B14308,A21007,483,,Pending
B14309,A21008,155,11/20/2024,Completed
B14310,A21011,210,,Pending
B14311,A21013,356,9/2/2024,Completed
B14312,A21014,232,8/30/2024,Completed
B14313,A21016,353,12/17/2024,Completed
B14314,A21019,327,,Pending
B14315,A21022,436,7/28/2024,Completed
B14316,A21024,51,,Pending
B14317,A21031,124,1/6/2025,Completed
B14318,A21033,409,11/16/2024,Completed
B14319,A21034,364,8/12/2024,Completed
B14320,A21037,159,1/7/2024,Completed
B14321,A21038,325,1/10/2024,Completed
B14322,A21039,351,5/28/2024,Completed
B14323,A21043,218,,Pending
B14324,A21045,261,3/4/2024,Completed
B14325,A21052,112,,Pending
B14326,A21056,385,5/13/2024,Completed
B14327,A21057,311,4/3/2024,Completed
B14328,A21059,154,,Pending
B14329,A21062,329,10/25/2024,Completed
B14330,A21063,120,,Pending
B14331,A21065,214,,Pending
B14332,A21066,425,,Pending
B14333,A21067,385,1/29/2025,Completed
B14334,A21070,389,,Pending
B14335,A21071,292,,Pending
B14336,A21074,404,8/24/2024,Completed
B14337,A21076,183,,Pending
B14338,A21077,470,12/14/2024,Completed
B14339,A21078,221,3/16/2024,Completed
B14340,A21080,52,7/6/2024,Completed
B14341,A21081,331,,Pending
B14342,A21084,457,8/4/2024,Completed
B14343,A21086,442,1/24/2024,Completed
B14344,A21087,71,6/13/2024,Completed
B14345,A21090,480,3/6/2024,Completed
B14346,A21091,155,2/2/2025,Completed
B14347,A21092,57,,Pending
B14348,A21093,70,3/8/2024,Completed
B14349,A21096,442,,Pending
B14350,A21100,122,1/4/2025,Completed
B14351,A21102,185,2/9/2024,Completed
B14352,A21103,317,,Pending
B14353,A21107,178,1/7/2024,Completed
B14354,A21116,190,5/7/2024,Completed
B14355,A21117,347,2/14/2025,Completed
B14356,A21121,429,2/16/2024,Completed
B14357,A21124,166,1/17/2025,Completed
B14358,A21132,329,8/10/2024,Completed
B14359,A21136,486,1/13/2025,Completed
B14360,A21139,282,,Pending
B14361,A21141,329,,Pending
B14362,A21144,355,,Pending
B14363,A21147,238,2/22/2024,Completed
B14364,A21152,177,,Pending
B14365,A21153,316,9/4/2024,Completed
B14366,A21156,423,,Pending
B14367,A21158,415,,Pending
B14368,A21160,265,1/15/2024,Completed
B14369,A21161,56,5/20/2024,Completed
B14370,A21169,305,9/12/2024,Completed
B14371,A21173,83,,Pending
B14372,A21181,151,,Pending
B14373,A21182,342,4/6/2024,Completed
B14374,A21185,275,1/9/2025,Completed
B14375,A21186,387,12/13/2024,Completed
B14376,A21189,96,,Pending
B14377,A21191,332,6/13/2024,Completed
B14378,A21192,304,,Pending
B14379,A21193,245,,Pending
B14380,A21198,180,,Pending
B14381,A21199,270,12/29/2024,Completed
B14382,A21202,457,1/8/2024,Completed
B14383,A21204,137,,Pending
B14384,A21211,230,12/19/2024,Completed
B14385,A21215,84,,Pending
B14386,A21217,355,11/1/2024,Completed
B14387,A21222,333,6/17/2024,Completed
B14388,A21226,71,7/8/2024,Completed
B14389,A21228,154,,Pending
B14390,A21231,417,2/25/2024,Completed
B14391,A21232,179,5/8/2024,Completed
B14392,A21233,255,10/30/2024,Completed
B14393,A21237,438,,Pending
B14394,A21240,482,9/16/2024,Completed
B14395,A21244,130,,Pending
B14396,A21245,367,,Pending
B14397,A21246,113,,Pending
B14398,A21248,51,,Pending
B14399,A21249,444,3/5/2024,Completed
B14400,A21251,143,,Pending
B14401,A21253,495,,Pending
B14402,A21258,471,,Pending
B14403,A21259,385,1/10/2024,Completed
B14404,A21262,320,,Pending
B14405,A21263,322,,Pending
B14406,A21264,215,,Pending
B14407,A21265,94,2/2/2025,Completed
B14408,A21269,458,8/8/2024,Completed
B14409,A21275,154,1/26/2025,Completed
B14410,A21279,107,,Pending
B14411,A21280,190,,Pending
B14412,A21281,53,1/7/2024,Completed
B14413,A21283,190,,Pending
B14414,A21290,211,3/2/2024,Completed
B14415,A21292,488,,Pending
B14416,A21299,376,,Pending
B14417,A21307,168,,Pending
B14418,A21309,169,2/3/2024,Completed
B14419,A21311,187,5/12/2024,Completed
B14420,A21313,141,8/22/2024,Completed
B14421,A21314,206,,Pending
B14422,A21315,88,1/24/2024,Completed
B14423,A21317,143,8/12/2024,Completed
B14424,A21319,484,,Pending
B14425,A21323,174,,Pending
B14426,A21324,494,8/9/2024,Completed
B14427,A21328,379,2/27/2024,Completed
B14428,A21329,201,2/22/2025,Completed
B14429,A21330,250,2/11/2025,Completed
B14430,A21332,368,,Pending
B14431,A21333,358,2/6/2025,Completed
B14432,A21336,222,,Pending
B14433,A21337,84,10/3/2024,Completed
B14434,A21344,112,,Pending
B14435,A21345,331,,Pending
B14436,A21350,122,,Pending
B14437,A21352,340,1/20/2025,Completed
B14438,A21353,411,7/3/2024,Completed
B14439,A21355,104,2/9/2025,Completed
B14440,A21358,207,2/28/2024,Completed
B14441,A21359,378,,Pending
B14442,A21363,140,9/18/2024,Completed
B14443,A21372,290,,Pending
B14444,A21376,58,,Pending
B14445,A21377,369,9/1/2024,Completed
B14446,A21378,134,1/21/2025,Completed
B14447,A21383,114,,Pending
B14448,A21389,205,4/8/2024,Completed
B14449,A21392,319,,Pending
B14450,A21393,450,5/13/2024,Completed
B14451,A21395,409,,Pending
B14452,A21399,239,1/3/2025,Completed
B14453,A21400,384,11/9/2024,Completed
B14454,A21402,239,,Pending
B14455,A21403,285,7/4/2024,Completed
B14456,A21406,137,,Pending
B14457,A21407,138,,Pending
B14458,A21409,420,,Pending
B14459,A21411,147,,Pending
B14460,A21414,160,,Pending
B14461,A21418,491,1/9/2025,Completed
B14462,A21421,262,9/18/2024,Completed
B14463,A21422,381,,Pending
B14464,A21424,136,5/26/2024,Completed
B14465,A21425,468,,Pending
B14466,A21428,95,,Pending
B14467,A21429,206,3/19/2024,Completed
B14468,A21431,327,,Pending
B14469,A21432,328,,Pending
B14470,A21434,452,,Pending
B14471,A21437,101,,Pending
B14472,A21438,284,,Pending
B14473,A21440,304,12/17/2024,Completed
B14474,A21441,227,,Pending
B14475,A21443,326,8/21/2024,Completed
B14476,A21444,164,9/12/2024,Completed
B14477,A21447,285,,Pending
B14478,A21449,62,1/11/2025,Completed
B14479,A21451,63,2/2/2024,Completed
B14480,A21452,500,10/31/2024,Completed
B14481,A21456,284,,Pending
B14482,A21460,341,,Pending
B14483,A21466,319,,Pending
B14484,A21469,246,,Pending
B14485,A21470,279,,Pending
B14486,A21473,172,,Pending
B14487,A21475,207,,Pending
B14488,A21485,168,,Pending
B14489,A21488,340,,Pending
B14490,A21492,64,,Pending
B14491,A21496,371,1/23/2024,Completed
B14492,A21497,292,,Pending
B14493,A21498,129,,Pending
B14494,A21502,381,7/10/2024,Completed
B14495,A21511,334,,Pending
B14496,A21512,227,1/7/2024,Completed
B14497,A21514,374,,Pending
B14498,A21515,89,,Pending
B14499,A21516,72,,Pending
B14500,A21523,464,7/24/2024,Completed
B14501,A21524,213,,Pending
B14502,A21535,398,,Pending
B14503,A21536,308,,Pending
B14504,A21539,310,,Pending
B14505,A21540,262,3/1/2024,Completed
B14506,A21542,103,11/2/2024,Completed
B14507,A21544,168,,Pending
B14508,A21550,147,,Pending
B14509,A21551,313,8/27/2024,Completed
B14510,A21554,52,,Pending
B14511,A21556,224,,Pending
B14512,A21557,433,4/22/2024,Completed
B14513,A21558,377,7/3/2024,Completed
B14514,A21562,157,1/30/2024,Completed
B14515,A21564,299,,Pending
B14516,A21570,148,,Pending
B14517,A21574,285,3/27/2024,Completed
B14518,A21575,293,7/14/2024,Completed
B14519,A21578,453,9/11/2024,Completed
B14520,A21579,371,8/21/2024,Completed
B14521,A21580,66,1/11/2024,Completed
B14522,A21581,480,3/10/2024,Completed
B14523,A21582,329,6/10/2024,Completed
B14524,A21590,345,,Pending
B14525,A21596,239,12/3/2024,Completed
B14526,A21597,438,,Pending
B14527,A21598,462,12/28/2024,Completed
B14528,A21604,479,,Pending
B14529,A21610,70,,Pending
B14530,A21611,73,,Pending
B14531,A21614,193,11/10/2024,Completed
B14532,A21615,400,5/29/2024,Completed
B14533,A21619,396,1/6/2025,Completed
B14534,A21620,279,,Pending
B14535,A21623,56,12/18/2024,Completed
B14536,A21625,174,,Pending
B14537,A21626,318,,Pending
B14538,A21630,446,,Pending
B14539,A21637,118,12/23/2024,Completed
B14540,A21638,88,4/1/2024,Completed
B14541,A21640,381,4/15/2024,Completed
B14542,A21641,81,,Pending
B14543,A21642,300,7/24/2024,Completed
B14544,A21649,67,5/8/2024,Completed
B14545,A21650,480,9/23/2024,Completed
B14546,A21651,257,3/8/2024,Completed
B14547,A21656,245,12/22/2024,Completed
B14548,A21657,167,1/11/2024,Completed
B14549,A21658,142,,Pending
B14550,A21659,171,3/8/2024,Completed
B14551,A21660,323,1/12/2024,Completed
B14552,A21662,458,,Pending
B14553,A21665,266,7/28/2024,Completed
B14554,A21667,69,2/6/2025,Completed
B14555,A21671,267,9/14/2024,Completed
B14556,A21672,414,8/4/2024,Completed
B14557,A21674,59,,Pending
B14558,A21675,310,,Pending
B14559,A21677,366,2/19/2024,Completed
B14560,A21681,207,10/24/2024,Completed
B14561,A21685,251,3/22/2024,Completed
B14562,A21686,401,6/1/2024,Completed
B14563,A21687,121,,Pending
B14564,A21690,248,,Pending
B14565,A21691,160,,Pending
B14566,A21692,307,,Pending
B14567,A21693,334,6/16/2024,Completed
B14568,A21695,54,11/30/2024,Completed
B14569,A21700,54,,Pending
B14570,A21707,136,,Pending
B14571,A21710,92,10/8/2024,Completed
B14572,A21711,442,,Pending
B14573,A21716,213,,Pending
B14574,A21717,328,6/16/2024,Completed
B14575,A21720,363,,Pending
B14576,A21730,468,,Pending
B14577,A21735,498,,Pending
B14578,A21737,136,,Pending
B14579,A21739,434,6/29/2024,Completed
B14580,A21740,390,5/21/2024,Completed
B14581,A21742,230,,Pending
B14582,A21747,122,,Pending
B14583,A21748,486,1/17/2024,Completed
B14584,A21749,206,,Pending
B14585,A21752,220,8/25/2024,Completed
B14586,A21753,220,2/20/2025,Completed
B14587,A21754,147,4/25/2024,Completed
B14588,A21757,338,,Pending
B14589,A21758,348,,Pending
B14590,A21765,348,,Pending
B14591,A21771,448,12/6/2024,Completed
B14592,A21773,229,,Pending
B14593,A21775,81,2/6/2024,Completed
B14594,A21777,396,12/9/2024,Completed
B14595,A21786,210,,Pending
B14596,A21791,136,1/29/2025,Completed
B14597,A21792,329,7/8/2024,Completed
B14598,A21793,148,3/28/2024,Completed
B14599,A21800,346,,Pending
B14600,A21801,206,,Pending
B14601,A21802,100,10/5/2024,Completed
B14602,A21805,359,8/31/2024,Completed
B14603,A21807,363,5/14/2024,Completed
B14604,A21808,339,9/20/2024,Completed
B14605,A21810,114,,Pending
B14606,A21811,253,4/21/2024,Completed
B14607,A21813,284,,Pending
B14608,A21815,404,,Pending
B14609,A21818,150,12/28/2024,Completed
B14610,A21824,190,,Pending
B14611,A21825,215,10/19/2024,Completed
B14612,A21827,185,,Pending
B14613,A21829,385,10/8/2024,Completed
B14614,A21830,218,2/19/2024,Completed
B14615,A21834,274,10/17/2024,Completed
B14616,A21836,281,12/16/2024,Completed
B14617,A21852,298,,Pending
B14618,A21854,267,7/25/2024,Completed
B14619,A21855,105,9/8/2024,Completed
B14620,A21856,156,,Pending
B14621,A21863,111,,Pending
B14622,A21869,122,5/28/2024,Completed
B14623,A21871,318,,Pending
B14624,A21872,80,1/28/2024,Completed
B14625,A21877,399,,Pending
B14626,A21880,120,9/5/2024,Completed
B14627,A21886,356,,Pending
B14628,A21887,130,5/29/2024,Completed
B14629,A21889,151,9/24/2024,Completed
B14630,A21892,301,5/14/2024,Completed
B14631,A21894,180,7/16/2024,Completed
B14632,A21895,277,,Pending
B14633,A21899,419,2/22/2024,Completed
B14634,A21904,169,2/10/2024,Completed
B14635,A21907,62,,Pending
B14636,A21912,91,6/1/2024,Completed
B14637,A21917,128,,Pending
B14638,A21921,227,11/11/2024,Completed
B14639,A21922,471,2/21/2025,Completed
B14640,A21926,112,,Pending
B14641,A21928,242,10/1/2024,Completed
B14642,A21931,498,,Pending
B14643,A21933,245,,Pending
B14644,A21934,392,9/18/2024,Completed
B14645,A21937,108,7/17/2024,Completed
B14646,A21939,85,9/17/2024,Completed
B14647,A21941,322,,Pending
B14648,A21943,266,,Pending
B14649,A21950,302,,Pending
B14650,A21952,330,,Pending
B14651,A21954,160,,Pending
B14652,A21957,349,2/29/2024,Completed
B14653,A21963,87,11/10/2024,Completed
