AppointmentID,PetID,VetID,ServiceType,ApptDate,Status,LocationID
A11869,P02649,V1001,Skin Treatment,5/4/2026,Cancelled,L002
A11870,P04957,V1032,Emergency,12/18/2026,Scheduled,L002
A11871,P04962,V1032,Checkup,10/14/2026,Cancelled,L002
A11872,P03023,V1011,Emergency,4/7/2024,Completed,L001
A11873,P04756,V1043,Tooth Extraction,12/9/2025,Cancelled,L001
A11874,P06903,V1036,Checkup,4/19/2024,Completed,L001
A11875,P06010,V1003,Surgery,4/3/2024,Completed,L001
A11876,P03069,V1027,Skin Treatment,4/26/2024,Completed,L002
A11877,P07930,V1045,Checkup,3/19/2026,Scheduled,L001
A11878,P10000,V1023,Skin Treatment,1/27/2025,Completed,L002
A11879,P01338,V1020,Checkup,2/21/2026,Cancelled,L001
A11880,P03334,V1011,Checkup,4/9/2026,Cancelled,L001
A11881,P08795,V1012,Emergency,8/19/2024,Completed,L001
A11882,P09719,V1024,Surgery,4/24/2026,Cancelled,L002
A11883,P03436,V1003,Emergency,11/12/2024,Completed,L002
A11884,P09286,V1024,Emergency,2/19/2024,Completed,L001
A11885,P00369,V1038,Tooth Extraction,5/3/2025,Cancelled,L001
A11886,P07830,V1017,Skin Treatment,6/26/2026,Scheduled,L001
A11887,P06598,V1023,Skin Treatment,7/7/2025,Scheduled,L001
A11888,P03341,V1038,Dental Cleaning,11/26/2024,Completed,L002
A11889,P05975,V1003,Emergency,8/14/2024,Completed,L002
A11890,P00475,V1008,Checkup,2/19/2026,Cancelled,L001
A11891,P03705,V1010,Checkup,12/13/2025,Scheduled,L002
A11892,P04985,V1049,Emergency,10/29/2025,Scheduled,L002
A11893,P08678,V1008,Neurological Exam,9/30/2024,Completed,L001
A11894,P09716,V1037,Checkup,9/28/2026,Cancelled,L002
A11895,P02774,V1019,Emergency,10/23/2025,Cancelled,L002
A11896,P09195,V1030,Emergency,8/27/2026,Scheduled,L001
A11897,P07295,V1012,Emergency,2/1/2026,Cancelled,L001
A11898,P04330,V1039,Skin Treatment,7/7/2026,Scheduled,L001
A11899,P08227,V1027,Skin Treatment,10/27/2026,Cancelled,L001
A11900,P01452,V1036,Heart Screening,10/20/2026,Cancelled,L001
A11901,P05537,V1049,Surgery,3/16/2026,Scheduled,L001
A11902,P07070,V1035,Dental Cleaning,5/4/2024,Completed,L002
A11903,P08118,V1023,Skin Treatment,12/9/2025,Scheduled,L001
A11904,P05638,V1021,Skin Treatment,6/5/2024,Completed,L001
A11905,P05672,V1001,Skin Treatment,11/3/2025,Cancelled,L001
A11906,P03229,V1003,Emergency,5/30/2026,Scheduled,L001
A11907,P01703,V1026,Checkup,4/29/2025,Cancelled,L002
A11908,P01601,V1004,Checkup,2/28/2026,Scheduled,L002
A11909,P06880,V1009,Emergency,3/31/2024,Completed,L001
A11910,P07023,V1003,Emergency,4/24/2026,Cancelled,L002
A11911,P00854,V1034,Checkup,1/5/2025,Completed,L002
A11912,P06721,V1032,Emergency,4/3/2026,Cancelled,L001
A11913,P03575,V1046,Emergency,3/12/2025,Scheduled,L001
A11914,P07361,V1034,Dental Cleaning,10/14/2026,Scheduled,L001
A11915,P01851,V1009,Surgery,8/10/2026,Cancelled,L001
A11916,P01839,V1037,Checkup,12/15/2026,Scheduled,L001
A11917,P07477,V1034,Checkup,3/6/2024,Completed,L002
A11918,P07842,V1043,Tooth Extraction,11/24/2024,Completed,L001
A11919,P04156,V1003,Surgery,2/8/2024,Completed,L001
A11920,P06179,V1024,Emergency,10/5/2025,Cancelled,L001
A11921,P01242,V1013,Surgery,3/24/2025,Scheduled,L002
A11922,P03681,V1044,Checkup,7/28/2025,Cancelled,L001
A11923,P06145,V1013,Surgery,11/7/2025,Scheduled,L001
A11924,P02494,V1045,Skin Treatment,5/24/2024,Completed,L001
A11925,P05874,V1027,Checkup,11/20/2024,Completed,L001
A11926,P04861,V1005,Tooth Extraction,11/16/2024,Completed,L002
A11927,P02066,V1005,Dental Cleaning,8/9/2024,Completed,L001
A11928,P09903,V1038,Tooth Extraction,10/14/2025,Cancelled,L001
A11929,P07047,V1010,Emergency,3/28/2026,Scheduled,L001
A11930,P01647,V1016,Emergency,3/7/2024,Completed,L001
A11931,P08070,V1043,Checkup,2/20/2025,Completed,L001
A11932,P08823,V1040,Checkup,1/30/2025,Completed,L001
A11933,P04407,V1018,Emergency,7/23/2024,Completed,L001
A11934,P02215,V1030,Surgery,4/2/2026,Cancelled,L002
A11935,P05717,V1014,Skin Treatment,11/25/2025,Cancelled,L001
A11936,P07462,V1023,Checkup,1/5/2025,Completed,L001
A11937,P03503,V1040,Heart Screening,7/14/2024,Completed,L001
A11938,P04931,V1025,Emergency,4/26/2026,Cancelled,L001
A11939,P07864,V1038,Checkup,3/21/2026,Cancelled,L001
A11940,P01818,V1034,Tooth Extraction,1/29/2025,Completed,L001
A11941,P07315,V1026,Checkup,8/11/2024,Completed,L002
A11942,P05053,V1041,Skin Treatment,2/10/2024,Completed,L001
A11943,P03464,V1020,Checkup,10/25/2026,Scheduled,L001
A11944,P04932,V1022,Skin Treatment,3/6/2024,Completed,L001
A11945,P03860,V1043,Dental Cleaning,6/16/2024,Completed,L002
A11946,P06171,V1040,Emergency,4/2/2024,Completed,L002
A11947,P08537,V1048,Surgery,11/19/2026,Scheduled,L001
A11948,P02571,V1003,Surgery,5/17/2026,Cancelled,L001
A11949,P02403,V1036,Heart Screening,11/13/2024,Completed,L001
A11950,P07847,V1034,Checkup,11/4/2024,Completed,L002
A11951,P06295,V1008,Checkup,1/19/2024,Completed,L002
A11952,P05392,V1014,Skin Treatment,10/14/2025,Scheduled,L001
A11953,P08143,V1049,Surgery,7/18/2026,Scheduled,L001
A11954,P00265,V1026,Checkup,7/23/2026,Scheduled,L002
A11955,P00730,V1030,Emergency,7/30/2024,Completed,L002
A11956,P04036,V1030,Emergency,7/17/2026,Scheduled,L001
A11957,P03847,V1043,Checkup,11/24/2025,Scheduled,L001
A11958,P02607,V1000,Heart Screening,4/22/2025,Scheduled,L002
A11959,P05157,V1001,Checkup,5/22/2025,Cancelled,L001
A11960,P07702,V1036,Heart Screening,2/10/2024,Completed,L001
A11961,P07513,V1025,Emergency,8/21/2024,Completed,L002
A11962,P03298,V1025,Heart Screening,2/8/2025,Completed,L001
A11963,P09139,V1032,Checkup,11/8/2024,Completed,L001
A11964,P08784,V1006,Checkup,8/4/2025,Cancelled,L002
A11965,P03680,V1027,Skin Treatment,6/13/2024,Completed,L001
A11966,P07746,V1017,Checkup,2/21/2026,Cancelled,L001
A11967,P04256,V1030,Emergency,10/4/2026,Scheduled,L002
A11968,P03787,V1002,Checkup,1/27/2026,Scheduled,L001
A11969,P06367,V1032,Heart Screening,12/1/2025,Scheduled,L001
A11970,P04056,V1045,Checkup,6/22/2026,Scheduled,L002
A11971,P04341,V1025,Heart Screening,8/7/2024,Completed,L002
A11972,P02935,V1043,Dental Cleaning,4/10/2024,Completed,L001
A11973,P08751,V1006,Skin Treatment,1/3/2026,Cancelled,L001
A11974,P04486,V1023,Checkup,3/2/2025,Cancelled,L002
A11975,P07545,V1018,Emergency,8/16/2026,Scheduled,L001
A11976,P06629,V1041,Skin Treatment,3/12/2026,Scheduled,L001
A11977,P01262,V1026,Emergency,5/22/2026,Scheduled,L001
A11978,P02874,V1039,Skin Treatment,12/27/2026,Scheduled,L001
A11979,P09864,V1024,Emergency,1/26/2026,Cancelled,L002
A11980,P01409,V1011,Checkup,6/9/2025,Cancelled,L001
A11981,P02224,V1004,Dental Cleaning,5/17/2024,Completed,L001
A11982,P01587,V1021,Checkup,7/3/2024,Completed,L001
A11983,P00544,V1048,Emergency,9/27/2025,Scheduled,L002
A11984,P06497,V1028,Checkup,6/17/2026,Cancelled,L002
A11985,P00926,V1043,Tooth Extraction,8/2/2025,Scheduled,L002
A11986,P08089,V1029,Checkup,4/27/2024,Completed,L001
A11987,P04315,V1042,Tooth Extraction,11/24/2024,Completed,L001
A11988,P08962,V1029,Neurological Exam,3/10/2026,Scheduled,L001
A11989,P06859,V1033,Tooth Extraction,8/31/2024,Completed,L001
A11990,P04745,V1026,Emergency,8/18/2024,Completed,L002
A11991,P02981,V1008,Emergency,2/12/2026,Scheduled,L001
A11992,P02634,V1021,Checkup,7/8/2025,Scheduled,L001
A11993,P09901,V1022,Checkup,2/3/2026,Scheduled,L002
A11994,P01989,V1026,Neurological Exam,9/22/2025,Scheduled,L001
A11995,P01886,V1007,Checkup,3/3/2024,Completed,L001
A11996,P06398,V1041,Skin Treatment,6/27/2025,Scheduled,L001
A11997,P05826,V1007,Emergency,9/22/2026,Cancelled,L001
A11998,P09996,V1029,Neurological Exam,1/28/2024,Completed,L002
A11999,P01100,V1039,Checkup,10/5/2024,Completed,L001
A12000,P07266,V1002,Heart Screening,11/19/2025,Scheduled,L001
A12001,P03906,V1016,Emergency,1/2/2026,Scheduled,L001
A12002,P04988,V1045,Checkup,4/1/2025,Cancelled,L001
A12003,P05773,V1044,Checkup,4/6/2026,Cancelled,L001
A12004,P00025,V1048,Surgery,12/5/2025,Scheduled,L002
A12005,P00165,V1003,Emergency,1/26/2026,Cancelled,L002
A12006,P07889,V1000,Heart Screening,4/5/2024,Completed,L001
A12007,P06488,V1002,Checkup,11/14/2025,Scheduled,L002
A12008,P04622,V1048,Emergency,2/17/2024,Completed,L002
A12009,P09869,V1013,Emergency,1/3/2025,Completed,L002
A12010,P08457,V1020,Checkup,4/9/2025,Scheduled,L002
A12011,P09372,V1030,Emergency,12/31/2025,Cancelled,L002
A12012,P04568,V1021,Skin Treatment,8/6/2024,Completed,L001
A12013,P09863,V1017,Skin Treatment,3/21/2024,Completed,L001
A12014,P04789,V1029,Neurological Exam,4/28/2025,Scheduled,L002
A12015,P03996,V1013,Surgery,12/7/2026,Scheduled,L001
A12016,P01156,V1032,Checkup,6/7/2024,Completed,L002
A12017,P02597,V1004,Tooth Extraction,12/6/2025,Scheduled,L001
A12018,P04418,V1017,Checkup,5/23/2026,Scheduled,L001
A12019,P01142,V1026,Checkup,9/22/2024,Completed,L001
A12020,P04111,V1030,Surgery,4/11/2026,Scheduled,L001
A12021,P03806,V1048,Surgery,12/19/2026,Cancelled,L001
A12022,P08946,V1013,Surgery,10/4/2024,Completed,L002
A12023,P07595,V1031,Checkup,5/1/2024,Completed,L001
A12024,P01548,V1014,Skin Treatment,4/24/2026,Scheduled,L001
A12025,P09902,V1032,Heart Screening,10/28/2025,Scheduled,L001
A12026,P02297,V1008,Checkup,5/16/2025,Scheduled,L001
A12027,P02132,V1024,Emergency,12/28/2026,Scheduled,L001
A12028,P05183,V1037,Checkup,12/15/2024,Completed,L001
A12029,P06804,V1021,Checkup,11/19/2024,Completed,L002
A12030,P02349,V1040,Checkup,11/27/2024,Completed,L001
A12031,P00244,V1040,Checkup,1/27/2026,Scheduled,L002
A12032,P07609,V1041,Skin Treatment,3/19/2024,Completed,L001
A12033,P05147,V1015,Surgery,3/25/2024,Completed,L002
A12034,P09395,V1018,Checkup,11/18/2024,Completed,L002
A12035,P02782,V1007,Checkup,5/8/2024,Completed,L001
A12036,P06141,V1017,Skin Treatment,2/9/2026,Scheduled,L001
A12037,P06623,V1010,Neurological Exam,6/13/2026,Cancelled,L001
A12038,P02633,V1041,Checkup,11/4/2025,Scheduled,L001
A12039,P01466,V1006,Checkup,1/3/2026,Scheduled,L002
A12040,P09948,V1037,Skin Treatment,5/11/2025,Cancelled,L001
A12041,P06779,V1017,Skin Treatment,7/13/2024,Completed,L001
A12042,P08485,V1016,Emergency,11/17/2024,Completed,L001
A12043,P03398,V1049,Surgery,7/13/2024,Completed,L001
A12044,P09110,V1021,Checkup,6/21/2025,Scheduled,L001
A12045,P01250,V1041,Checkup,9/9/2025,Scheduled,L001
A12046,P06727,V1013,Surgery,5/30/2024,Completed,L001
A12047,P01261,V1013,Surgery,9/24/2025,Cancelled,L001
A12048,P07861,V1042,Checkup,9/20/2025,Scheduled,L001
A12049,P09335,V1028,Checkup,8/29/2025,Cancelled,L001
A12050,P08500,V1027,Skin Treatment,12/21/2024,Completed,L002
A12051,P04531,V1004,Tooth Extraction,11/5/2024,Completed,L002
A12052,P04452,V1032,Checkup,4/27/2026,Scheduled,L001
A12053,P08116,V1013,Emergency,6/26/2024,Completed,L001
A12054,P03139,V1003,Emergency,10/29/2025,Scheduled,L001
A12055,P03653,V1000,Checkup,12/24/2024,Completed,L002
A12056,P05621,V1024,Surgery,11/1/2025,Scheduled,L001
A12057,P06507,V1048,Emergency,4/8/2026,Cancelled,L001
A12058,P08856,V1034,Tooth Extraction,6/13/2026,Scheduled,L001
A12059,P04233,V1009,Emergency,9/9/2025,Scheduled,L001
A12060,P02197,V1010,Neurological Exam,5/7/2026,Scheduled,L001
A12061,P05137,V1013,Emergency,12/2/2026,Scheduled,L001
A12062,P05307,V1048,Surgery,9/27/2024,Completed,L002
A12063,P07320,V1000,Emergency,8/25/2026,Scheduled,L001
A12064,P02503,V1015,Emergency,4/10/2024,Completed,L002
A12065,P05240,V1030,Surgery,3/6/2024,Completed,L001
A12066,P01021,V1019,Emergency,3/24/2024,Completed,L001
A12067,P06784,V1007,Checkup,11/29/2026,Scheduled,L001
A12068,P05390,V1007,Checkup,11/12/2024,Completed,L002
A12069,P05494,V1007,Emergency,8/12/2026,Cancelled,L001
A12070,P08823,V1007,Checkup,9/9/2026,Scheduled,L001
A12071,P05469,V1009,Surgery,1/20/2025,Completed,L001
A12072,P00657,V1028,Checkup,3/7/2024,Completed,L002
A12073,P05105,V1001,Skin Treatment,10/18/2026,Scheduled,L001
A12074,P02828,V1010,Neurological Exam,1/28/2025,Completed,L002
A12075,P09849,V1014,Checkup,12/14/2025,Cancelled,L001
A12076,P03771,V1029,Checkup,3/14/2025,Scheduled,L002
A12077,P08796,V1003,Emergency,2/5/2026,Cancelled,L001
A12078,P09440,V1016,Surgery,10/27/2024,Completed,L001
A12079,P04809,V1008,Emergency,8/22/2024,Completed,L002
A12080,P04365,V1000,Heart Screening,2/18/2026,Cancelled,L001
A12081,P00696,V1032,Checkup,11/27/2024,Completed,L001
A12082,P04972,V1047,Tooth Extraction,4/13/2026,Cancelled,L002
A12083,P04289,V1032,Emergency,2/22/2024,Completed,L001
A12084,P00347,V1039,Skin Treatment,5/6/2024,Completed,L001
A12085,P09702,V1008,Emergency,1/20/2026,Scheduled,L001
A12086,P04544,V1048,Surgery,11/24/2024,Completed,L002
A12087,P07124,V1033,Tooth Extraction,2/15/2026,Scheduled,L002
A12088,P02155,V1037,Skin Treatment,8/20/2024,Completed,L001
A12089,P01947,V1045,Skin Treatment,2/19/2026,Cancelled,L001
A12090,P09999,V1016,Emergency,1/18/2024,Completed,L002
A12091,P06478,V1011,Neurological Exam,11/7/2025,Scheduled,L001
A12092,P06756,V1001,Checkup,6/25/2025,Cancelled,L002
A12093,P02225,V1019,Surgery,6/6/2024,Completed,L002
A12094,P08105,V1008,Checkup,7/10/2025,Scheduled,L001
A12095,P01726,V1024,Surgery,5/9/2025,Cancelled,L001
A12096,P07922,V1041,Skin Treatment,10/9/2025,Scheduled,L001
A12097,P06491,V1036,Emergency,11/24/2024,Completed,L001
A12098,P08615,V1031,Checkup,4/29/2024,Completed,L002
A12099,P02998,V1015,Surgery,7/5/2025,Scheduled,L002
A12100,P09892,V1004,Dental Cleaning,4/3/2024,Completed,L001
A12101,P01522,V1027,Skin Treatment,1/23/2025,Completed,L001
A12102,P01765,V1030,Emergency,10/27/2025,Scheduled,L001
A12103,P06846,V1034,Dental Cleaning,2/16/2025,Completed,L001
A12104,P09037,V1048,Surgery,12/6/2025,Scheduled,L001
A12105,P06132,V1048,Emergency,10/15/2026,Cancelled,L001
A12106,P00413,V1005,Tooth Extraction,7/3/2024,Completed,L001
A12107,P04789,V1019,Emergency,4/22/2024,Completed,L002
A12108,P04245,V1001,Checkup,6/19/2025,Cancelled,L001
A12109,P08398,V1007,Emergency,3/2/2024,Completed,L002
A12110,P00320,V1015,Emergency,3/5/2024,Completed,L001
A12111,P03925,V1036,Checkup,7/11/2025,Cancelled,L001
A12112,P08444,V1017,Checkup,12/22/2024,Completed,L001
A12113,P03371,V1048,Emergency,9/2/2024,Completed,L001
A12114,P04783,V1022,Checkup,8/30/2026,Scheduled,L001
A12115,P06209,V1030,Surgery,9/21/2025,Scheduled,L002
A12116,P07003,V1019,Emergency,2/4/2026,Scheduled,L001
A12117,P03907,V1010,Neurological Exam,8/12/2024,Completed,L002
A12118,P03586,V1033,Tooth Extraction,9/15/2026,Cancelled,L001
A12119,P05742,V1015,Emergency,3/14/2026,Scheduled,L002
A12120,P05145,V1021,Checkup,2/12/2026,Cancelled,L001
A12121,P01107,V1004,Tooth Extraction,4/3/2024,Completed,L001
A12122,P08689,V1022,Skin Treatment,6/11/2024,Completed,L002
A12123,P05237,V1040,Emergency,10/2/2024,Completed,L001
A12124,P09784,V1048,Surgery,6/15/2026,Cancelled,L002
A12125,P03913,V1030,Surgery,10/30/2024,Completed,L002
A12126,P07798,V1020,Emergency,4/5/2026,Scheduled,L001
A12127,P00111,V1022,Skin Treatment,1/19/2026,Scheduled,L001
A12128,P03170,V1013,Surgery,2/29/2024,Completed,L001
A12129,P04647,V1005,Tooth Extraction,12/18/2024,Completed,L002
A12130,P08572,V1035,Tooth Extraction,12/5/2024,Completed,L001
A12131,P09889,V1049,Surgery,4/10/2026,Scheduled,L001
A12132,P05024,V1043,Dental Cleaning,10/11/2025,Scheduled,L001
A12133,P06304,V1049,Surgery,8/26/2025,Scheduled,L002
A12134,P05518,V1023,Skin Treatment,5/6/2026,Cancelled,L001
A12135,P05440,V1000,Heart Screening,6/6/2024,Completed,L001
A12136,P01032,V1004,Dental Cleaning,6/23/2025,Cancelled,L002
A12137,P08491,V1037,Skin Treatment,5/25/2025,Cancelled,L002
A12138,P02961,V1045,Skin Treatment,2/24/2025,Completed,L001
A12139,P05596,V1013,Surgery,11/5/2025,Cancelled,L002
A12140,P04587,V1048,Surgery,11/28/2024,Completed,L002
A12141,P02867,V1031,Skin Treatment,7/8/2026,Scheduled,L002
A12142,P02507,V1033,Checkup,5/3/2025,Cancelled,L001
A12143,P02861,V1036,Emergency,7/7/2024,Completed,L002
A12144,P08617,V1005,Dental Cleaning,12/29/2025,Scheduled,L002
A12145,P04761,V1029,Emergency,4/29/2025,Cancelled,L001
A12146,P08565,V1013,Emergency,2/11/2025,Completed,L002
A12147,P01771,V1026,Checkup,8/25/2026,Scheduled,L002
A12148,P03755,V1004,Checkup,3/17/2025,Scheduled,L001
A12149,P00816,V1023,Checkup,4/17/2024,Completed,L001
A12150,P08337,V1031,Checkup,4/9/2025,Cancelled,L001
A12151,P01831,V1037,Skin Treatment,3/5/2025,Scheduled,L001
A12152,P06961,V1036,Checkup,6/12/2025,Scheduled,L002
A12153,P03715,V1012,Neurological Exam,6/2/2026,Scheduled,L001
A12154,P05431,V1010,Checkup,3/9/2026,Cancelled,L001
A12155,P07181,V1047,Checkup,3/20/2026,Scheduled,L002
A12156,P02559,V1014,Checkup,2/20/2024,Completed,L002
A12157,P09828,V1007,Heart Screening,6/4/2025,Scheduled,L001
A12158,P02790,V1042,Checkup,6/28/2025,Scheduled,L001
A12159,P01002,V1029,Checkup,1/30/2026,Cancelled,L001
A12160,P06655,V1007,Emergency,12/29/2024,Completed,L002
A12161,P01171,V1034,Tooth Extraction,11/27/2025,Cancelled,L002
A12162,P01800,V1016,Surgery,10/22/2026,Scheduled,L001
A12163,P03775,V1008,Emergency,4/8/2024,Completed,L001
A12164,P05893,V1038,Checkup,12/23/2024,Completed,L002
A12165,P05593,V1010,Neurological Exam,3/20/2024,Completed,L001
A12166,P09014,V1017,Skin Treatment,8/10/2024,Completed,L002
A12167,P08474,V1005,Dental Cleaning,4/9/2025,Scheduled,L001
A12168,P04989,V1031,Checkup,8/17/2025,Scheduled,L001
A12169,P04584,V1019,Emergency,5/24/2025,Scheduled,L001
A12170,P02340,V1019,Emergency,8/18/2025,Cancelled,L002
A12171,P04976,V1042,Dental Cleaning,5/11/2024,Completed,L002
A12172,P03242,V1032,Checkup,7/16/2026,Cancelled,L001
A12173,P08090,V1027,Skin Treatment,1/1/2024,Completed,L002
A12174,P06898,V1029,Emergency,1/31/2026,Scheduled,L002
A12175,P08100,V1000,Heart Screening,12/9/2026,Scheduled,L001
A12176,P00629,V1022,Checkup,3/16/2024,Completed,L001
A12177,P04539,V1047,Dental Cleaning,2/3/2026,Scheduled,L001
A12178,P07617,V1005,Checkup,4/19/2025,Scheduled,L002
A12179,P00287,V1046,Emergency,2/28/2025,Completed,L001
A12180,P01699,V1020,Checkup,9/22/2024,Completed,L001
A12181,P00979,V1037,Checkup,8/5/2024,Completed,L002
A12182,P02244,V1004,Dental Cleaning,8/5/2026,Scheduled,L001
A12183,P03531,V1024,Surgery,10/30/2024,Completed,L002
A12184,P04726,V1006,Checkup,10/8/2025,Cancelled,L001
A12185,P04749,V1010,Neurological Exam,6/29/2026,Cancelled,L001
A12186,P04906,V1004,Dental Cleaning,3/18/2026,Cancelled,L001
A12187,P08338,V1020,Neurological Exam,11/24/2025,Scheduled,L001
A12188,P06777,V1006,Checkup,5/18/2024,Completed,L002
A12189,P05575,V1033,Dental Cleaning,2/18/2024,Completed,L001
A12190,P00741,V1031,Checkup,5/12/2025,Cancelled,L001
A12191,P02776,V1000,Emergency,4/25/2025,Scheduled,L001
A12192,P08827,V1006,Checkup,10/22/2024,Completed,L001
A12193,P09008,V1006,Skin Treatment,10/6/2024,Completed,L002
A12194,P00245,V1028,Checkup,10/5/2026,Scheduled,L002
A12195,P03489,V1006,Checkup,6/25/2026,Cancelled,L002
A12196,P01276,V1030,Surgery,9/13/2025,Cancelled,L001
A12197,P04614,V1028,Checkup,2/10/2026,Cancelled,L002
A12198,P06407,V1046,Emergency,4/18/2024,Completed,L002
A12199,P09211,V1023,Checkup,2/1/2024,Completed,L001
A12200,P04542,V1007,Checkup,1/16/2026,Scheduled,L001
A12201,P09825,V1030,Surgery,4/27/2024,Completed,L001
A12202,P00744,V1041,Skin Treatment,7/3/2025,Scheduled,L001
A12203,P05649,V1014,Checkup,4/24/2026,Scheduled,L001
A12204,P08177,V1000,Heart Screening,5/3/2025,Scheduled,L001
A12205,P09427,V1026,Neurological Exam,11/5/2026,Scheduled,L001
A12206,P08741,V1040,Checkup,7/17/2026,Scheduled,L001
A12207,P04869,V1025,Emergency,4/14/2025,Scheduled,L001
A12208,P00136,V1046,Emergency,2/5/2026,Scheduled,L002
A12209,P02741,V1001,Skin Treatment,6/6/2025,Scheduled,L001
A12210,P07429,V1015,Emergency,4/27/2026,Cancelled,L001
A12211,P05662,V1001,Checkup,1/7/2026,Cancelled,L001
A12212,P00774,V1048,Surgery,7/15/2025,Scheduled,L001
A12213,P02150,V1025,Checkup,1/4/2025,Completed,L001
A12214,P01171,V1033,Tooth Extraction,12/10/2026,Cancelled,L002
A12215,P01230,V1049,Surgery,2/20/2025,Completed,L001
A12216,P05411,V1044,Checkup,12/4/2026,Scheduled,L001
A12217,P06045,V1019,Surgery,12/1/2025,Cancelled,L002
A12218,P02543,V1007,Checkup,12/17/2025,Cancelled,L001
A12219,P05183,V1039,Skin Treatment,1/11/2025,Completed,L002
A12220,P09404,V1042,Checkup,5/13/2024,Completed,L001
A12221,P06406,V1007,Emergency,5/18/2025,Cancelled,L001
A12222,P04666,V1014,Checkup,9/5/2024,Completed,L002
A12223,P00765,V1016,Surgery,11/5/2026,Scheduled,L002
A12224,P06316,V1031,Checkup,3/13/2026,Scheduled,L002
A12225,P08590,V1004,Checkup,9/29/2024,Completed,L002
A12226,P01881,V1019,Surgery,11/17/2025,Cancelled,L001
A12227,P09067,V1015,Surgery,9/6/2024,Completed,L001
A12228,P00468,V1026,Checkup,7/22/2024,Completed,L001
A12229,P02173,V1016,Surgery,12/25/2025,Scheduled,L001
A12230,P00425,V1043,Checkup,9/19/2024,Completed,L002
A12231,P06433,V1035,Checkup,3/24/2025,Scheduled,L002
A12232,P03382,V1048,Emergency,11/16/2024,Completed,L002
A12233,P00224,V1037,Skin Treatment,5/12/2026,Cancelled,L001
A12234,P07039,V1009,Surgery,11/11/2026,Scheduled,L001
A12235,P08706,V1047,Checkup,3/10/2024,Completed,L001
A12236,P07822,V1001,Checkup,2/13/2024,Completed,L002
A12237,P01186,V1022,Skin Treatment,11/25/2024,Completed,L002
A12238,P04425,V1023,Checkup,7/9/2026,Scheduled,L001
A12239,P05825,V1034,Checkup,8/12/2024,Completed,L001
A12240,P08947,V1031,Checkup,12/14/2024,Completed,L001
A12241,P09702,V1028,Heart Screening,12/14/2025,Scheduled,L001
A12242,P02487,V1042,Tooth Extraction,3/26/2026,Scheduled,L002
A12243,P04007,V1002,Checkup,6/10/2026,Scheduled,L002
A12244,P04512,V1017,Skin Treatment,9/2/2026,Cancelled,L002
A12245,P02922,V1024,Surgery,3/25/2026,Cancelled,L001
A12246,P03443,V1036,Emergency,10/26/2026,Cancelled,L001
A12247,P03327,V1008,Emergency,12/6/2026,Scheduled,L001
A12248,P00674,V1016,Emergency,2/7/2025,Completed,L001
A12249,P05759,V1037,Checkup,3/16/2024,Completed,L001
A12250,P02590,V1015,Emergency,8/29/2026,Cancelled,L002
A12251,P06749,V1018,Neurological Exam,7/20/2026,Cancelled,L001
A12252,P06508,V1049,Emergency,12/22/2025,Scheduled,L001
